lane_key,lane,pickup_city,pickup_state,pickup_state_name,delivery_city,delivery_state,delivery_state_name
a3520c602ab293bb9105d686c0035565,"Congers,NY -> Saint Albans City,VT",Congers,NY,New York,Saint Albans City,VT,Vermont
24458a11f291299f6fefe94a280b838c,"Fort Collins,CO -> Poteau,OK",Fort Collins,CO,Colorado,Poteau,OK,Oklahoma
9d3cc890a732bd3ee6f9764afd9036c9,"Santa Ana,CA -> Fife,WA",Santa Ana,CA,California,Fife,WA,Washington
b08c73920274a1d8ba599ad612a86440,"Crete,IL -> Santa Ana,CA",Crete,IL,Illinois,Santa Ana,CA,California
db34a755a48de71c746579f04471d3fb,"St. Louis,MO -> Hooksett,NH",St. Louis,MO,Missouri,Hooksett,NH,New Hampshire
02a36f3f9b35f006db66e688fc950b7a,"Granite City,IL -> Rogers,MN",Granite City,IL,Illinois,Rogers,MN,Minnesota
97575da007a6a951a4e21dbc081e5dcb,"Houston,TX -> West Palm Beach,FL",Houston,TX,Texas,West Palm Beach,FL,Florida
4ed60507dad420531f59de2aea78c22b,"Paris,TN -> Danville,VA",Paris,TN,Tennessee,Danville,VA,Virginia
b1343dede20b6bc9f5c12accadb5feff,"Pottstown,PA -> Newark,NJ",Pottstown,PA,Pennsylvania,Newark,NJ,New Jersey
7c2c5701f1d07b957312a3c157996f10,"Fairfield,CA -> Newark,NJ",Fairfield,CA,California,Newark,NJ,New Jersey
ac3d5b1066762c6c4d2b5dbef6e678d4,"La Porte,TX -> Gulfport,MS",La Porte,TX,Texas,Gulfport,MS,Mississippi
63608059814beb79a650461b5c3fb76a,"Granite City,IL -> Rapid City,SD",Granite City,IL,Illinois,Rapid City,SD,South Dakota
37696b43e3fc2a20e0280782e4b24e59,"Aurora,CO -> Independence,KS",Aurora,CO,Colorado,Independence,KS,Kansas
76d04ca9fe620a27361f4985663e6d1e,"Bolingbrook,IL -> Fort Worth,TX",Bolingbrook,IL,Illinois,Fort Worth,TX,Texas
22f6a7c6604c1883471edec6acb2e2f0,"Mount Sterling,IL -> Pittston,PA",Mount Sterling,IL,Illinois,Pittston,PA,Pennsylvania
335c3d75878775fd5eacc836cc032648,"Granite City,IL -> Fostoria,OH",Granite City,IL,Illinois,Fostoria,OH,Ohio
c0c636e8ad50e4c517f93dbce681e0d7,"St. Louis,MO -> Camden,AR",St. Louis,MO,Missouri,Camden,AR,Arkansas
5a0d36d33c87f25bcf742a3ab175eb8e,"Kingston,NY -> New Bedford,MA",Kingston,NY,New York,New Bedford,MA,Massachusetts
7977c4cbd712cf9fa767c97a8ff02cb1,"Jacksonville,FL -> Sanford,FL",Jacksonville,FL,Florida,Sanford,FL,Florida
22c4ed807e47c2dc7a989661cbde7365,"Bethlehem,PA -> Santa Ana,CA",Bethlehem,PA,Pennsylvania,Santa Ana,CA,California
da6a04971f4486f074da262747d304bb,"Fort Collins,CO -> Jamestown,ND",Fort Collins,CO,Colorado,Jamestown,ND,North Dakota
f0f7723f7ae3d6cbade19fcc9ab513f0,"Houston,TX -> El Dorado,AR",Houston,TX,Texas,El Dorado,AR,Arkansas
12065971f7dd6b57d7e9b93cd6200594,"Saint Michael,MN -> Wilkes-Barre,PA",Saint Michael,MN,Minnesota,Wilkes-Barre,PA,Pennsylvania
00eb47f4531a8104b846f8bcff9395be,"Plant City,FL -> Dallas,TX",Plant City,FL,Florida,Dallas,TX,Texas
8966dd057d0b09d5085cd6e4239d841b,"Canton,OH -> Memphis,TN",Canton,OH,Ohio,Memphis,TN,Tennessee
91227ac1ba16fb8350606e73b6c34104,"Jacksonville,FL -> Dallas,TX",Jacksonville,FL,Florida,Dallas,TX,Texas
26a0408f358f07ae335de68b43752e2d,"Newark,NJ -> Jackson,MI",Newark,NJ,New Jersey,Jackson,MI,Michigan
ab0e35ca112bb307d173d5d36b8fdc1c,"Wilkes-Barre,PA -> Jackson,TN",Wilkes-Barre,PA,Pennsylvania,Jackson,TN,Tennessee
c0cce5fe0882d6a0e4cefa817b2c3c37,"Merrimack,NH -> Jacksonville,FL",Merrimack,NH,New Hampshire,Jacksonville,FL,Florida
4a1351950677e7a6a4ee0686d9b5e24e,"Los Angeles,CA -> Missoula,MT",Los Angeles,CA,California,Missoula,MT,Montana
04da50587e055083e387bcdf6d54dd32,"Fort Collins,CO -> Elkton,MD",Fort Collins,CO,Colorado,Elkton,MD,Maryland
6e13b4694d05b6d5712ff71dd0006fbc,"Big Sandy,TX -> Madera,CA",Big Sandy,TX,Texas,Madera,CA,California
4854bd2aa095c8e432df7c95cfa82987,"Houston,TX -> Lubbock,TX",Houston,TX,Texas,Lubbock,TX,Texas
1868284ca349a5a14949368b2aec4840,"Columbus,OH -> Port Huron,MI",Columbus,OH,Ohio,Port Huron,MI,Michigan
01554843811a93c9e4aaab7fb4bf4e12,"Newark,NJ -> Brooklyn,NY",Newark,NJ,New Jersey,Brooklyn,NY,New York
e5ecd0a82c2327e4e2a2638e48977015,"Winchester,VA -> Pompano Beach,FL",Winchester,VA,Virginia,Pompano Beach,FL,Florida
df9a17963fd51519c99b5745d5b5b234,"Delano,MN -> Austin,TX",Delano,MN,Minnesota,Austin,TX,Texas
450e836361f47da78553341bd5155866,"Cartersville,GA -> Lake Charles,LA",Cartersville,GA,Georgia,Lake Charles,LA,Louisiana
1cac84f8445ec0b1fa58bdec27dfc901,"Georgetown,SC -> Willacoochee,GA",Georgetown,SC,South Carolina,Willacoochee,GA,Georgia
626a7616bd365d26865ac356ceaec736,"Pittsburgh,PA -> Fairfield,NJ",Pittsburgh,PA,Pennsylvania,Fairfield,NJ,New Jersey
bf5b09352661d6a8c5716505476cfbe8,"Gastonia,NC -> Reidsville,NC",Gastonia,NC,North Carolina,Reidsville,NC,North Carolina
413e842e487a94cf90360ec7671baa83,"Aurora,CO -> Grand Forks,ND",Aurora,CO,Colorado,Grand Forks,ND,North Dakota
600b266e6d377bbcc7673dacaf3204d7,"Williamsburg,VA -> Cranston,RI",Williamsburg,VA,Virginia,Cranston,RI,Rhode Island
bd92496e0a8070bf045b359bbc2e9287,"Cartersville,GA -> Longview,TX",Cartersville,GA,Georgia,Longview,TX,Texas
ae3a5798c92603c8a29304afddc0f340,"Granite City,IL -> Soddy-Daisy,TN",Granite City,IL,Illinois,Soddy-Daisy,TN,Tennessee
64c374f57a92df7c5fb698deeb6e8228,"Knoxville,TN -> Wauconda,IL",Knoxville,TN,Tennessee,Wauconda,IL,Illinois
ca45b39bd3886eeca9c83183efebfbdf,"Wanaque,NJ -> Savannah,NY",Wanaque,NJ,New Jersey,Savannah,NY,New York
dd8e4674fa0486e00e996fd09e4ab5ff,"Georgetown,SC -> Millwood,WV",Georgetown,SC,South Carolina,Millwood,WV,West Virginia
c8066c5a10b85c9d2debdd790d7f3278,"Colonial Heights,VA -> Salem,VA",Colonial Heights,VA,Virginia,Salem,VA,Virginia
282ce62a64e7f35af8ea7790eb065a5b,"Carlisle,PA -> West Greenwich,RI",Carlisle,PA,Pennsylvania,West Greenwich,RI,Rhode Island
7934b72a956e1ffa5055e69a111543cb,"Cartersville,GA -> Aurora,CO",Cartersville,GA,Georgia,Aurora,CO,Colorado
7f3ca084cb4bdc5ec03b458ce3265b78,"Portland,OR -> Portland,OR",Portland,OR,Oregon,Portland,OR,Oregon
e2e2bc892f36c0121884bee2b0dcf45c,"Florence,KY -> Swedesboro,NJ",Florence,KY,Kentucky,Swedesboro,NJ,New Jersey
b59ca561276c900c0c29c0fd278ce112,"St. Louis,MO -> McAllen,TX",St. Louis,MO,Missouri,McAllen,TX,Texas
815568a7e148bb11d4355086fd31074f,"Los Angeles,CA -> Elko,NV",Los Angeles,CA,California,Elko,NV,Nevada
531955784f2deb98a2de7adea351f332,"Burley,ID -> Fife,WA",Burley,ID,Idaho,Fife,WA,Washington
35ed3758d5a7125e8235f2eacf9200e4,"Braselton,GA -> Laceys Spring,AL",Braselton,GA,Georgia,Laceys Spring,AL,Alabama
19aa24da2995a4cc11244dc114d7e7a7,"Fort Collins,CO -> Mobridge,SD",Fort Collins,CO,Colorado,Mobridge,SD,South Dakota
8f0b16bc14fb5d383143ded12ae3340d,"Plant City,FL -> Monrovia,MD",Plant City,FL,Florida,Monrovia,MD,Maryland
16b3d1fd7553fbb64a11ee9d297c16da,"Williamsburg,VA -> Baldwinsville,NY",Williamsburg,VA,Virginia,Baldwinsville,NY,New York
ca9e898e926fec9858db73d87ad1ff8b,"Granite City,IL -> Rochester,MN",Granite City,IL,Illinois,Rochester,MN,Minnesota
7e5b459b68385c0a876c361fe96f7432,"Annapolis,MD -> Baldwinsville,NY",Annapolis,MD,Maryland,Baldwinsville,NY,New York
55548a2ff642fd74046f8b95bf0d7079,"Paris,TN -> Wixom,MI",Paris,TN,Tennessee,Wixom,MI,Michigan
28dc494cb84799defe946f3edef3d5b3,"Williamsburg,VA -> Sun Prairie,WI",Williamsburg,VA,Virginia,Sun Prairie,WI,Wisconsin
9f0392dea5d9b97bb859ae0de6b19c8c,"Kansas City,MO -> Dallas,TX",Kansas City,MO,Missouri,Dallas,TX,Texas
700398f1deebf191f86cdeaac86ffcd4,"Montgomery,AL -> Conover,NC",Montgomery,AL,Alabama,Conover,NC,North Carolina
7b18ffd5160be4549fa3de9c3116511d,"York,PA -> Hackettstown,NJ",York,PA,Pennsylvania,Hackettstown,NJ,New Jersey
a6670386c78200dce432ce41dbd72f18,"Cartersville,GA -> Soddy-Daisy,TN",Cartersville,GA,Georgia,Soddy-Daisy,TN,Tennessee
d1217c18028658c5e8a1c9aa61ad9d2d,"Wellton,AZ -> Garden Grove,CA",Wellton,AZ,Arizona,Garden Grove,CA,California
05de83ee4034cce8501ecce1c1b95a6c,"Colonial Heights,VA -> Danville,VA",Colonial Heights,VA,Virginia,Danville,VA,Virginia
4c8e6b6cf7a39773b2b6d436e126cd29,"Reading,PA -> Everett,MA",Reading,PA,Pennsylvania,Everett,MA,Massachusetts
711cc9b1cd37db6af580e7185a049807,"Sioux City,IA -> Nicholasville,KY",Sioux City,IA,Iowa,Nicholasville,KY,Kentucky
136d18309808e2bbd1ea941dab24ab25,"Jacksonville,FL -> Homestead,FL",Jacksonville,FL,Florida,Homestead,FL,Florida
6b1a84b170515b1ceeb6410a5d800550,"Clarksville,TN -> Clinton,IA",Clarksville,TN,Tennessee,Clinton,IA,Iowa
c2276090406d9645dd58b279069cd154,"Columbia,PA -> Newark,NJ",Columbia,PA,Pennsylvania,Newark,NJ,New Jersey
1bbd0c49f12d1fc6deed9e72eb9b0a97,"Merced,CA -> Hayward,CA",Merced,CA,California,Hayward,CA,California
8a3c017b595d63ab2cb14c91c9bf1668,"Gonzales,CA -> Roanoke,TX",Gonzales,CA,California,Roanoke,TX,Texas
ac1a53c9da7f4859ffec0c905ce17312,"Fort Collins,CO -> Newark,NJ",Fort Collins,CO,Colorado,Newark,NJ,New Jersey
7c10450ca5c26686b6ab763a76313584,"Plainfield,IL -> Swedesboro,NJ",Plainfield,IL,Illinois,Swedesboro,NJ,New Jersey
53bcb1df0cbd989a9cf7332f06ee8208,"Houston,TX -> Albuquerque,NM",Houston,TX,Texas,Albuquerque,NM,New Mexico
39c53dafd116ee01f7b2dbfebb1c484f,"Newark,NJ -> La Vergne,TN",Newark,NJ,New Jersey,La Vergne,TN,Tennessee
bafd2b839f9acc42525a11a2c020b2ee,"Colonial Heights,VA -> Homestead,FL",Colonial Heights,VA,Virginia,Homestead,FL,Florida
f7951ffc83212ef09c2a9846f87c6331,"Cartersville,GA -> Pensacola,FL",Cartersville,GA,Georgia,Pensacola,FL,Florida
0197098734346423ecb9d66a676cf78d,"Plant City,FL -> Burlington,NJ",Plant City,FL,Florida,Burlington,NJ,New Jersey
aea01b5ca7ba738970c3e11e153be927,"Sacramento,CA -> Tracy,CA",Sacramento,CA,California,Tracy,CA,California
f140ff22449a0a658d19419b1da5dd4b,"Fort Collins,CO -> International Falls,MN",Fort Collins,CO,Colorado,International Falls,MN,Minnesota
0011bddd824434c23a0c46eaa7418f4f,"Fresno,CA -> Methuen,MA",Fresno,CA,California,Methuen,MA,Massachusetts
a7eed6f9bf2279e4d4e0705d5a105f7f,"Fort Collins,CO -> Orlando,FL",Fort Collins,CO,Colorado,Orlando,FL,Florida
89c88a8a7071539faefd41f0ade3117a,"St. Louis,MO -> Devils Lake,ND",St. Louis,MO,Missouri,Devils Lake,ND,North Dakota
ec6a3348c5f37fb9645df6ac6f90f21a,"Granite City,IL -> Moraine,OH",Granite City,IL,Illinois,Moraine,OH,Ohio
992c8df0e8b732e82905c6c551cb8e8f,"Williamsburg,VA -> Charleston,SC",Williamsburg,VA,Virginia,Charleston,SC,South Carolina
ecd6287d6e99c7f71e618da542a8d2c8,"Timberville,VA -> Forest Park,GA",Timberville,VA,Virginia,Forest Park,GA,Georgia
7eafa7dbb2f0a01ca08218c9a7fc4cbf,"Etowah,TN -> Memphis,TN",Etowah,TN,Tennessee,Memphis,TN,Tennessee
9ad77f37e9be2795a878460558afe233,"San Antonio,TX -> Lowell,AR",San Antonio,TX,Texas,Lowell,AR,Arkansas
e3fc70b8fe786a0811c87c67a1f4b2e3,"Alton,IL -> Channahon,IL",Alton,IL,Illinois,Channahon,IL,Illinois
c202dab9bc603475affe192870827718,"Plant City,FL -> Schenectady,NY",Plant City,FL,Florida,Schenectady,NY,New York
2636fbbcff0994140c1bcace55198d22,"Granite City,IL -> Niagara,WI",Granite City,IL,Illinois,Niagara,WI,Wisconsin
633fc52121eccc4aad7843b77666e62a,"Erie,PA -> Perry,GA",Erie,PA,Pennsylvania,Perry,GA,Georgia
d15057122d5e36e73da2c24af50fd587,"Walled Lake,MI -> El Paso,TX",Walled Lake,MI,Michigan,El Paso,TX,Texas
515888c0f13490a3ac9fb742a641271a,"Cartersville,GA -> La Porte,TX",Cartersville,GA,Georgia,La Porte,TX,Texas
a6ebe9bd6b89ed42d5721ac59c6df3fe,"Paris,TN -> Brighton,MI",Paris,TN,Tennessee,Brighton,MI,Michigan
df06bbba0aa8f088ddd479b4cceb0a76,"Paris,TN -> Clinton,IA",Paris,TN,Tennessee,Clinton,IA,Iowa
277ebe21b847b688e230750ecdf3f237,"Colonial Heights,VA -> Philadelphia,PA",Colonial Heights,VA,Virginia,Philadelphia,PA,Pennsylvania
20ddd1e3f5fa5524734a053a0e11454e,"Edison,NJ -> Auburn,NY",Edison,NJ,New Jersey,Auburn,NY,New York
1cf141f3414be4bd16e5a08f51b33db1,"Wapakoneta,OH -> Canton,OH",Wapakoneta,OH,Ohio,Canton,OH,Ohio
f8edb1dbad65b633cbb1bbf7839c7c92,"Fort Collins,CO -> Durant,OK",Fort Collins,CO,Colorado,Durant,OK,Oklahoma
07ee7960162065579201de37d88d1020,"Granite City,IL -> Bardstown,KY",Granite City,IL,Illinois,Bardstown,KY,Kentucky
a034f7374d99c0e5d4a6849358deb7d7,"Erie,PA -> Baldwinsville,NY",Erie,PA,Pennsylvania,Baldwinsville,NY,New York
7cd0d9377b06e4fd731872adcfe69fba,"Lake Park,GA -> Hyattsville,MD",Lake Park,GA,Georgia,Hyattsville,MD,Maryland
463615a16cd9e2faacb78eaf6af970b4,"Erie,PA -> Milford,MA",Erie,PA,Pennsylvania,Milford,MA,Massachusetts
87c2f8647c412d1cbcbead24efa5c00f,"Medley,FL -> Richburg,SC",Medley,FL,Florida,Richburg,SC,South Carolina
213628640805fe9a680776d4e461ffcc,"Newark,NJ -> Lancaster,NY",Newark,NJ,New Jersey,Lancaster,NY,New York
e14dc757e23169830d5fe65335352f1f,"Jacksonville,FL -> Tampa,FL",Jacksonville,FL,Florida,Tampa,FL,Florida
66e4be5bf4d6f083e4444c677e66b65a,"Fort Collins,CO -> Sheridan,WY",Fort Collins,CO,Colorado,Sheridan,WY,Wyoming
4baa913f2bab02d936e711a29486f7a3,"Plant City,FL -> Claysburg,PA",Plant City,FL,Florida,Claysburg,PA,Pennsylvania
c92ff4c9b165dc8b439c52cfc0963705,"Granite City,IL -> Council Bluffs,IA",Granite City,IL,Illinois,Council Bluffs,IA,Iowa
2cea8e5aed962fdfc9801b3e49127002,"Newark,NJ -> Romney,WV",Newark,NJ,New Jersey,Romney,WV,West Virginia
b8699583f3c020e43b3cc35cfc8e1c4a,"Houston,TX -> Harpersville,AL",Houston,TX,Texas,Harpersville,AL,Alabama
946eee38f74fbdb7d12518b13b7613ed,"Sidney,OH -> Laceys Spring,AL",Sidney,OH,Ohio,Laceys Spring,AL,Alabama
39ad3b31fa33f4adb6caada106c74d23,"Fort Collins,CO -> Glasgow,MT",Fort Collins,CO,Colorado,Glasgow,MT,Montana
670023537be891409b3ec16b6085640e,"Newark,NJ -> Orange,CT",Newark,NJ,New Jersey,Orange,CT,Connecticut
3678d2ccdbfd0588d52f25c475270528,"Williamsburg,VA -> Saratoga Springs,NY",Williamsburg,VA,Virginia,Saratoga Springs,NY,New York
599c1b4d384efe05cccb9ab18d1469be,"West Palm Beach,FL -> Tampa,FL",West Palm Beach,FL,Florida,Tampa,FL,Florida
857eb2ec291c39abfb5499df68745d39,"Jamestown,NY -> Toledo,OH",Jamestown,NY,New York,Toledo,OH,Ohio
9e3c5dc7e1cb4c199f6f73e183fd20bb,"Fort Collins,CO -> Union Gap,WA",Fort Collins,CO,Colorado,Union Gap,WA,Washington
d2dfca7e57eb6fca25014ac491dbc386,"Los Angeles,CA -> Sparks,NV",Los Angeles,CA,California,Sparks,NV,Nevada
1d622c27eaa5eb84d305970663e0ef0f,"St. Louis,MO -> Traverse City,MI",St. Louis,MO,Missouri,Traverse City,MI,Michigan
547bf61de7de362e77fd9c7858a4475f,"Burlington,NC -> York,PA",Burlington,NC,North Carolina,York,PA,Pennsylvania
3f00c779226ab99a87bb6da0b207d02e,"Philadelphia,PA -> Seymour,CT",Philadelphia,PA,Pennsylvania,Seymour,CT,Connecticut
7f24e5b4807d2b241e163abb5dd177aa,"McAllen,TX -> Houston,TX",McAllen,TX,Texas,Houston,TX,Texas
17d7bee1c072f01dddaef238f7ed2bcc,"Santa Maria,CA -> Salt Lake City,UT",Santa Maria,CA,California,Salt Lake City,UT,Utah
89a5eec920ed1c35beaf1f41f727e643,"Watertown,WI -> Santa Ana,CA",Watertown,WI,Wisconsin,Santa Ana,CA,California
2fb00b09a2a9c0567360bf5ffd19bd6a,"Morris,IL -> Denison,TX",Morris,IL,Illinois,Denison,TX,Texas
e7c858209fce4208ff82e9af6f906699,"Erie,PA -> Portland,OR",Erie,PA,Pennsylvania,Portland,OR,Oregon
4ef8d679e6f8492bf1b765d89f16d817,"Santa Ana,CA -> McCook,IL",Santa Ana,CA,California,McCook,IL,Illinois
331daf4d3f22383cf7b74461ace6bd5d,"Cherry Hill,NJ -> North Kingstown,RI",Cherry Hill,NJ,New Jersey,North Kingstown,RI,Rhode Island
794497b58161d8823cb08c1da6ae0c23,"Poynette,WI -> Denver,CO",Poynette,WI,Wisconsin,Denver,CO,Colorado
e93a48371b696f1140b9912ae22f7053,"Nogales,AZ -> Spokane,WA",Nogales,AZ,Arizona,Spokane,WA,Washington
914cdda3d5f1be6f57c5523d16beb801,"Columbus,OH -> Marquette,MI",Columbus,OH,Ohio,Marquette,MI,Michigan
8b8bad46195a30cf913510e5d1145110,"Carlisle,PA -> Medford,MA",Carlisle,PA,Pennsylvania,Medford,MA,Massachusetts
512018c5b0a39098c3965a3e818da8d3,"Newark,NJ -> Oneonta,NY",Newark,NJ,New Jersey,Oneonta,NY,New York
2c224ad69ab3ec565af44e7b8b381bac,"Ocean Township,NJ -> Newark,NJ",Ocean Township,NJ,New Jersey,Newark,NJ,New Jersey
137166edd2c1236618e1ad230a19b7f7,"Vineland,NJ -> Portland,OR",Vineland,NJ,New Jersey,Portland,OR,Oregon
99bf7e354bbd3463b539501ed13990f3,"Williamsburg,VA -> Erie,PA",Williamsburg,VA,Virginia,Erie,PA,Pennsylvania
0df28d3cc2b406e184d89f7a8190d30e,"Saint Anthony,ID -> Orlando,FL",Saint Anthony,ID,Idaho,Orlando,FL,Florida
953345967fb9d8c9906ca66a2d43d1de,"Toledo,OH -> Portland,OR",Toledo,OH,Ohio,Portland,OR,Oregon
92e23fe22629231e852874370d87bbe8,"Whitakers,NC -> Laredo,TX",Whitakers,NC,North Carolina,Laredo,TX,Texas
a1db46f875f7e25ded832ec02b94f476,"Conover,NC -> Nogales,AZ",Conover,NC,North Carolina,Nogales,AZ,Arizona
e124d6014429354a9d3b37b4f6a37d50,"Erie,PA -> Columbus,OH",Erie,PA,Pennsylvania,Columbus,OH,Ohio
f799fde2c808ddd8879a485e2342e11f,"Fresno,CA -> Tolleson,AZ",Fresno,CA,California,Tolleson,AZ,Arizona
7eabfb43514035ff4e038954e5e645b0,"Tuscaloosa,AL -> Borden,IN",Tuscaloosa,AL,Alabama,Borden,IN,Indiana
fe97842cff20ee5898e76991b2c343bc,"1,LA -> Herculaneum,MO",1,LA,Louisiana,Herculaneum,MO,Missouri
b47138a7b103f5ebd98204025a75397f,"Denver,CO -> Lubbock,TX",Denver,CO,Colorado,Lubbock,TX,Texas
73915cb1c1bf77d8a2c6b72633e79964,"Granite City,IL -> Morrilton,AR",Granite City,IL,Illinois,Morrilton,AR,Arkansas
0f59aefd65a330a2765f1cece6c54aa9,"Cartersville,GA -> Midway,FL",Cartersville,GA,Georgia,Midway,FL,Florida
207d851ebbd743f3b024de58e799133a,"Cabazon,CA -> Tolleson,AZ",Cabazon,CA,California,Tolleson,AZ,Arizona
cb662faf19f6873049f1e1469ece65e9,"Lexington,KY -> Gastonia,NC",Lexington,KY,Kentucky,Gastonia,NC,North Carolina
9483d5d17d645058ebcd23a74d323b7f,"South Windsor,CT -> Baldwinsville,NY",South Windsor,CT,Connecticut,Baldwinsville,NY,New York
f055f1d4fc83d025884ada512befb42d,"Conover,NC -> Carrollton,GA",Conover,NC,North Carolina,Carrollton,GA,Georgia
d4a18417c5f2c0918adeef44d7c63906,"Dallas,TX -> Houston,TX",Dallas,TX,Texas,Houston,TX,Texas
95e85af70f57810782cc47c14443a10c,"Newark,NJ -> Melville,NY",Newark,NJ,New Jersey,Melville,NY,New York
2c3bf588179243f0c0c4c67ced816aef,"Los Angeles,CA -> Clifton,CO",Los Angeles,CA,California,Clifton,CO,Colorado
3e4d97570bf46bc6694bdabd890a123c,"Commerce,CA -> Brooklyn,NY",Commerce,CA,California,Brooklyn,NY,New York
7f5c7106f6cc22204040783bc25d771f,"Batavia,IL -> Swedesboro,NJ",Batavia,IL,Illinois,Swedesboro,NJ,New Jersey
35dbec033684e581af01964213472a7c,"Greeley,CO -> Houston,TX",Greeley,CO,Colorado,Houston,TX,Texas
3c1be0c2bb55e15a94bb64d285fb50f1,"Charleston,SC -> Swedesboro,NJ",Charleston,SC,South Carolina,Swedesboro,NJ,New Jersey
494a1229508ace99b1d5784147a948d8,"Plant City,FL -> Syracuse,NY",Plant City,FL,Florida,Syracuse,NY,New York
3bcb94d4e06288113d0c90036996be7c,"Aurora,CO -> Havre,MT",Aurora,CO,Colorado,Havre,MT,Montana
907c9d0f63accb51546621c6160fe40f,"Columbus,OH -> Chicopee,MA",Columbus,OH,Ohio,Chicopee,MA,Massachusetts
5122e184b14b0103513b1100a3be6843,"Aurora,CO -> Minot,ND",Aurora,CO,Colorado,Minot,ND,North Dakota
f2ff5e79467dce4dc3fa838e52445ab6,"Granite City,IL -> Fridley,MN",Granite City,IL,Illinois,Fridley,MN,Minnesota
35238bcc5aee93b90e14f8adf6a2efed,"Xenia,OH -> Memphis,TN",Xenia,OH,Ohio,Memphis,TN,Tennessee
f3b050d5d7d69470a26bb6f2c7438657,"Houston,TX -> Monroe,LA",Houston,TX,Texas,Monroe,LA,Louisiana
d6b331605a75a4065f86be76b85fffe9,"Tuscaloosa,AL -> Franklin,OH",Tuscaloosa,AL,Alabama,Franklin,OH,Ohio
fa650d79fab74dd2549bf5ffa079ce21,"Cartersville,GA -> Summit,MS",Cartersville,GA,Georgia,Summit,MS,Mississippi
cc3c602ee18bc0896418eba94bf5f751,"Conover,NC -> Paragould,AR",Conover,NC,North Carolina,Paragould,AR,Arkansas
012dc3a6e238afaa63524f2cd93481c3,"Wanaque,NJ -> Ocean City,NJ",Wanaque,NJ,New Jersey,Ocean City,NJ,New Jersey
a9551b17d8fb049692ca0d341576624a,"Mount Airy,NC -> Swedesboro,NJ",Mount Airy,NC,North Carolina,Swedesboro,NJ,New Jersey
bb74093e9efa9ee74fe852e462eeeb42,"Spindale,NC -> Sikeston,MO",Spindale,NC,North Carolina,Sikeston,MO,Missouri
c02db55be8cfb842252686d8bca90ccb,"Bridgewater,NJ -> Elgin,SC",Bridgewater,NJ,New Jersey,Elgin,SC,South Carolina
b664ce5042ade57fc45f70fab5fa0503,"Normal,IL -> Dowagiac,MI",Normal,IL,Illinois,Dowagiac,MI,Michigan
368ad65a96eeff9ea6195eae8966e9e8,"Pittston,PA -> Ephrata,PA",Pittston,PA,Pennsylvania,Ephrata,PA,Pennsylvania
28dddf4523e77401650855dafc82dd54,"Laredo,TX -> Memphis,TN",Laredo,TX,Texas,Memphis,TN,Tennessee
07a8117406b5ec41dbdd2c3baaedff4d,"Portland,OR -> Spokane Valley,WA",Portland,OR,Oregon,Spokane Valley,WA,Washington
591a8e40244058685f35327c400d1473,"Cartersville,GA -> Gainesville,FL",Cartersville,GA,Georgia,Gainesville,FL,Florida
0bfee1baaaf1736cd908f7199d8544c7,"Sinking Spring,PA -> Gouverneur,NY",Sinking Spring,PA,Pennsylvania,Gouverneur,NY,New York
d17b3a6ec0be414555c864650a4c90b5,"Paris,TN -> Gastonia,NC",Paris,TN,Tennessee,Gastonia,NC,North Carolina
5e8975188b471c86e297e14bf9562ce9,"Jacksonville,FL -> Columbia,SC",Jacksonville,FL,Florida,Columbia,SC,South Carolina
3f1f0167b0f692d1e5c2111f2904efd1,"Rancho Cucamonga,CA -> Laredo,TX",Rancho Cucamonga,CA,California,Laredo,TX,Texas
78b14140ee9b0218b8a922155c56edb5,"Brighton,MI -> Portland,OR",Brighton,MI,Michigan,Portland,OR,Oregon
c0ce404150b1ea1086547f0bd8444a01,"Baldwinsville,NY -> Medford,MA",Baldwinsville,NY,New York,Medford,MA,Massachusetts
72a7914a2bf8a874a6ea43e303b9d651,"Davenport,IA -> Gurnee,IL",Davenport,IA,Iowa,Gurnee,IL,Illinois
2e9cc774d6b8a7b033da926819409d57,"Kent,WA -> Pacific,WA",Kent,WA,Washington,Pacific,WA,Washington
504ad54ad3c8864e5a4a78c38ecc9644,"St. Louis,MO -> Monroe,LA",St. Louis,MO,Missouri,Monroe,LA,Louisiana
c2a7cd5feaf32d6d636c6a4dd4e918c2,"Philadelphia,PA -> Clinton,NY",Philadelphia,PA,Pennsylvania,Clinton,NY,New York
c38d6911b450cd8c69a92916f8a4f34b,"St. Louis,MO -> Ironwood,MI",St. Louis,MO,Missouri,Ironwood,MI,Michigan
d407afd7e7393bcbbf5672f33930bf5c,"Los Angeles,CA -> Carson City,NV",Los Angeles,CA,California,Carson City,NV,Nevada
637d040f6be52327dc1f9635a62e8c4e,"Baldwinsville,NY -> Jersey City,NJ",Baldwinsville,NY,New York,Jersey City,NJ,New Jersey
3e4edb6dad39c68c80a654f815ab64a9,"Atkins,VA -> Cleveland,NC",Atkins,VA,Virginia,Cleveland,NC,North Carolina
8be4a51a2323ca8d1d3b151540e7884b,"La Porte,TX -> Hot Springs Township,AR",La Porte,TX,Texas,Hot Springs Township,AR,Arkansas
67e735f86d47e49e8358fff4898ebd7d,"Philadelphia,PA -> Philadelphia,PA",Philadelphia,PA,Pennsylvania,Philadelphia,PA,Pennsylvania
33d3920e2ad231d7c4af0a0e7fae9ec6,"Houston,TX -> Llano,TX",Houston,TX,Texas,Llano,TX,Texas
