loadsmart_id,shipper_name,delivery_date,pickup_city,pickup_state,delivery_city,delivery_state,book_price,carrier_name
206665369,Shipper 758,2025-03-15 13:50:00,Lodi,CA,Pacific,WA,1955.56,Carrier 86454
